의원명,정당,위원회,법안ID,법안명,발의자,위원회명,상태,발의유형
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_I2O4Q0O5N3U0T0A9Z2X0U3D8A2H9G9,조세특례제한법 일부개정법률안,강민국의원 등 13인,기획재정위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_X2U4D0C5F3E0B0J9J1G8P4O3L4H1I4,우주개발 진흥법 일부개정법률안,강민국의원 등 13인,과학기술정보방송통신위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_N2M4T0S5P3Y0X0U9D1A9Z4W5F6E4B3,지방세특례제한법 일부개정법률안,강민국의원 등 13인,행정안전위원회,,공동발의
강민국,국민의힘,정무위원회,PRC_B2A4I0I6G1H1F1G4E4F6B2Z4A7Y1Z3,예금자보호법 일부개정법률안,강민국의원 등 12인,정무위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선영,국민의미래,"국방위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 국회운영위원회",PRC_T2R4S0A6B1Z3X1Y5W0X3F4F5E5C8D9,남북관계 발전에 관한 법률 일부개정법률안,강선영의원 등 12인,외교통일위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_I2Q4Q0P6P0O5M0N0U5V9T3U5S9T9R1,아동복지법 일부개정법률안,강선우의원 등 14인,보건복지위원회,,공동발의
강선우,더불어민주당,"연금개혁 특별위원회, 외교통일위원회",PRC_B2A4B0Z6Z1H1G1G1F5F9D4E3M3N0N6,간호법안,강선우의원 등 20인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_L2L4J0L6J0J4R1Q5Q3O9P1O3O6W9U7,지방대학 및 지역균형인재 육성에 관한 법률 전부개정법률안,강승규의원 등 10인,교육위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2D4E0C6D1K0L1K4K2J9H3H7D6E2C4,국민건강보험법 일부개정법률안,강승규의원 등 10인,보건복지위원회,,공동발의
강승규,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_F2O4N0J6G1F4E1D5J4I2U0Q6M3M1K9,소득세법 일부개정법률안,강승규의원 등 10인,기획재정위원회,,공동발의
