naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio,era
1HV72190,강성모,姜聖模,Kang Sung-mo,1933-04-18,민주정의당,서울 서대문구갑,지역구,,"교육체육청소년위원회, 대전국제무역산업박람회지원특별위원회, 문교체육위원회, 예산결산특별위원회, 양대부정선거조사특별위원회, 지역감정해소특별위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1HV72190.jpg,,제13대
XTL68919,강성원,康誠元,,1928-12-02,민주공화당,,전국구,,"국회운영위원회, 외무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/XTL68919.jpg,,제8대
ZB81328B,강성재,姜聲才,"Kang, Sung-jae",1939-03-11,신한국당,서울 성북구을,지역구,,"예산결산특별위원회, 경제구조개혁및실업대책특별위원회, 산업자원위원회, 행정자치위원회, 통상산업위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 제15대국회의원총선거에있어서공정성시비국정조사특별위원회, 내무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ZB81328B.jpg,,제15대
2ML68608,강성종,康聖鐘,Kang Sung Jong,1966-07-18,열린우리당/통합민주당,경기 의정부시을/경기 의정부시을,지역구/지역구,,"예산결산특별위원회, 방송통신특별위원회, 국회운영위원회, 교육위원회, 장애인특별위원회, 과학기술정보통신위원회/국토해양위원회, 문화체육관광방송통신위원회, 정무위원회, 여성가족위원회, 2012년 여수세계박람회지원특별위원회, 기획재정위원회, 예산결산특별위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/2ML68608.jpg,,"제17대, 제18대"
H8S93115,강성천,姜成天,"Kang, Sung Chun",1940-08-15,한나라당,비례대표,비례대표,,"일자리창출 및 중소기업경쟁력특별위원회, 환경노동위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/H8S93115.jpg,,제18대
7D558796,강성태,姜聲邰,,1903-11-05,자유당,경기 양주을,지역구,,상공위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/7D558796.jpg,,제4대
6FS10566,강성희,姜聖熙,KANG SUNGHEE,1972-09-07,진보당,전북 전주시을,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6FS10566.jpg,[주요약력] 現) 진보당 원내대표 국회 정무위원회 위원 진보당 대출금리인하 운동본부장 진보당 전북도당 민생특위 위원장 前)민주노총 택배노조 전북지부 사무국장 금속노조 현대자동차 비정규직지회 지회장 [학력] 휘문고 / 한국외국어대 졸업,제21대
SEU6473L,강세형,姜世馨,,1899-06-21,무소속,전북 익산을,지역구,,"외무위원회, 국방위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/SEU6473L.jpg,,제3대
KY92872I,강수림,姜秀淋,"Kang, Soo-lim",1947-04-13,민주당,서울 성동구병,지역구,,"지방자치발전특별위원회, 보건복지위원회, 예산결산특별위원회, 보건사회위원회, 정치관계법심의특별위원회, 법제사법위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KY92872I.jpg,,제14대
GAL5556G,강숙자,姜淑子,Kang Sook-ja,1945-12-30,민주국민당,비례대표,비례대표,,"감사원장(전윤철)임명동의에관한인사청문특별위원회, 재해대책특별위원회, 건설교통위원회, 예산결산특별위원회, 통일외교통상위원회, 여성특별위원회, 재정경제위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/GAL5556G.jpg,,제16대
YN67326D,강승구,姜昇求,,1903-10-14,무소속/민주당/민정당,"경기 양주군을/경기 양주군을/경기 의정부시,양주군",지역구/지역구/지역구,,"교통체신위원회/상공위원회/예산결산특별위원회, 내무위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/YN67326D.jpg,,"제3대, 제5대, 제6대"
42K7317Y,강승규,姜升圭,KANG SEUNGKYOO,1963-09-20,한나라당/국민의힘,서울 마포구갑/충남 홍성군예산군,지역구/지역구,"산업통상자원중소벤처기업위원회, 예산결산특별위원회","산업통상자원중소벤처기업위원회, 예산결산특별위원회",재선,남,02-784-7141,teamkang9@gmail.com,https://www.assembly.go.kr/members/22nd/KANGSEUNGKYOO,의원회관 605호,https://www.assembly.go.kr/static/portal/img/openassm/new/ec481315df7b49b4b1a0e8761f41ca49.jpg,"<학력> 조림초, 임성중, 북일고등학교 졸업 고려대학교 정치외교학과 졸업 서울시립대 도시행정대학원 석사 서강대 영상대학원 광고홍보학 박사 <경력> 前 서울특별시 공보관&middot;홍보기획관 前 제18대 국회의원 前 제20대 대한야구협회 회장&middot;아시아야구연맹 회장 前 윤석열 대통령실 초대 시민사회수석","제18대, 제22대"
4AD9396G,강신성일,姜申星一,Kang Shin-sung-yill,1937-05-08,한나라당,대구 동구,지역구,,"환경노동위원회, 예산결산특별위원회, 2010년세계박람회유치특별위원회, 행정자치위원회, 문화관광위원회, 여성특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/4AD9396G.jpg,,제16대
1KZ38436,강신옥,姜信玉,"Kang, Sin-ok",1936-11-28,통일민주당/민주자유당,서울 마포구을,지역구/전국구,,"예산결산특별위원회, 조선대생이철규변사사건조사특별위원회, 제5공화국에있어서의정치권력형비리조사특별위원회, 법제사법위원회/정치관계법심의특별위원회, 윤리특별위원회, 법제사법위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1KZ38436.jpg,,"제13대, 제14대"
L8X15139,강신조,姜信祚,"Kang, Shin-joe",1935-01-04,민주자유당,"경북 영양,봉화군",지역구,,"재정경제위원회, 재무위원회, 예산결산특별위원회, 외무통일위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/L8X15139.jpg,,제14대
1MY6092K,강영훈,姜英勳,Kang Young-hoon,1922-05-30,민주정의당,,전국구,,외무통일위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1MY6092K.jpg,,제13대
HF088064,강영훈,姜永薰,,1927-08-03,민주당/민주당,경기 양주갑/경기 양주갑,지역구/지역구,,국방위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/HF088064.jpg,,"제4대, 제5대"
P2G3854D,강용석,康容碩,"Kang, Yong Seok",1969-12-03,한나라당,서울 마포구을,지역구,,"예산결산특별위원회, 미래전략 및 과학기술특별위원회, 지식경제위원회, 감사원장(김황식)임명동의에관한인사청문특별위원회, 가축전염병예방법개정특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/P2G3854D.jpg,,제18대
3QR9592J,강용식,康容植,"Kang, Yong-sik",1939-05-08,민주정의당/민주자유당/신한국당,,전국구/전국구/전국구,,"상공위원회/문화체육공보위원회, 정치관계법심의특별위원회, 문화공보위원회/2002년월드컵등국제경기대회지원특별위원회, 문화관광위원회, 제도개선특별위원회, 문화체육공보위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3QR9592J.jpg,,"제12대, 제14대, 제15대"
GZS38403,강우혁,康祐赫,"Kang, Woo-hyuk",1938-01-20,민주정의당/민주자유당,인천 남동구/인천 남동구,지역구/지역구,,"5.18광주민주화운동진상조사특별위원회, 재무위원회, 내무위원회, 민주발전을위한법률개폐특별위원회, 국회운영위원회, 상공위원회/보건복지위원회, 예산결산특별위원회, 환경보전대책특별위원회, 보건사회위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/GZS38403.jpg,,"제13대, 제14대"
RJD64678,강욱중,姜旭中,,1909-02-19,조선민족청년단,경남 함안,지역구,,법제사법위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/RJD64678.jpg,,제헌
9YV1627V,강운태,姜雲太,Kang Woon Tae,1948-11-15,무소속/무소속,광주광역시 남구/광주 남구,지역구/지역구,,"재정제도개혁특별위원회, 국무총리후보자(고건)에관한인사청문특별위원회, 남북관계발전지원특별위원회, 공적자금국정조사특별위원회, 국무총리(장대환)임명동의에관한인사청문특별위원회, 국무총리(장상)임명동의에관한인사청문특별위원회, 예산결산특별위원회, 공적자금의운용실태규명을위한국정조사특별위원회, 재정경제위원회/국무총리(정운찬)임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 지방행정체제개편특별위원회, 일자리창출 및 중소기업경쟁력특별위원회, 기획재정위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/9YV1627V.jpg,,"제16대, 제18대"
0PP4967G,강원채,康源采,,1942-06-17,민주한국당,,전국구,,"문교공보위원회, 교통체신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/0PP4967G.jpg,,제11대
Q129715Y,강유정,姜由楨,KANG YUJUNG,1975-12-15,더불어민주연합,비례대표,비례대표,,"국회운영위원회, 문화체육관광위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/Q129715Y.jpg,- 제22대 국회의원(더불어민주당/비례) - 국회 운영위원회 위원 - 국회 문화체육관광위원회 위원 - 더불어민주당 원내대변인,제22대
WMG57662,강은미,姜恩美,KANG EUNMI,1970-09-06,정의당,비례대표,비례대표,,,초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/WMG57662.jpg,제21대 국회의원 (전) 정의당 비상대책위원장 (전) 정의당 원내대표 (전) 광주광역시 시의원 (전) 광주광역시 서구 구의원,제21대
3MR75193,강은희,姜恩姬,KANG Eunhee,1964-10-23,새누리당,비례대표,비례대표,,"대법관(이기택) 임명동의에 관한 인사청문특별위원회, 공무원연금개혁 특별위원회, 법제사법위원회, 대법관(조희대) 임명동의에 관한 인사청문특별위원회, 국회운영위원회, 교육문화체육관광위원회, 헌법재판소 재판관 후보자를 겸한 헌법재판소장(이동흡) 임명동의에 관한 인사청문특별위원회, 아동·여성대상 성폭력 대책 특별위원회, 국회쇄신 특별위원회, 교육과학기술위원회, 여성가족위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3MR75193.jpg,,제19대
CHV1403B,강인섭,姜仁燮,"Kang, In-sup",1936-08-20,민주자유당/한나라당,서울 은평구갑,전국구/지역구,,"문화체육공보위원회, 문화공보위원회/과거사진상규명에관한특별위원회, 남북관계발전지원특별위원회, 예산결산특별위원회, 산업자원위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/CHV1403B.jpg,,"제14대, 제16대"
TV92718A,강재구,姜在邱,,1928-06-22,민주공화당,"경북 대구시,북구",지역구,,"경제의안정과성장에관한긴급명령심사특별위원회, 재무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/TV92718A.jpg,,제8대
G876371G,강재량,康才良,,1917-05-02,민주당,제주 1부,지역구,,교통체신위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/G876371G.jpg,,제5대
IU67432G,강재섭,姜在涉,"Kang, Jae-sup",1948-03-28,민주정의당/민주자유당/신한국당/한나라당/한나라당,전국구/대구 서구을/대구 서구을/대구 서구을/대구광역시 서구,전국구/지역구/지역구/지역구/지역구,,"민주발전을위한법률개폐특별위원회, 예산결산특별위원회, 보건사회위원회, 국회운영위원회, 법제사법위원회/윤리특별위원회, 정치관계법심의특별위원회, 법제사법위원회/과학기술정보통신위원회, 통일외교통상위원회, 환경노동위원회, 정보위원회, 법제사법위원회/정치개혁특별위원회, 과학기술정보통신위원회/국회운영위원회, 정보위원회, 과학기술정보통신위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IU67432G.jpg,,"제13대, 제14대, 제15대, 제16대, 제17대"
2112111J,강종무,姜琮武,,1906-06-11,자유당,경남 김해갑,지역구,,"태풍재해대책특별위원회, 농림위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/2112111J.jpg,,제4대
5E34737X,강종희,姜宗熙,"Kang, Jong-hee",1936-01-08,자유민주연합,,전국구,,"재정경제위원회, 법제사법위원회, 국회운영위원회, 과학기술정보통신위원회, 예산결산특별위원회, 경제구조개혁및실업대책특별위원회, 문화관광위원회, 환경노동위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 행정자치위원회, 농림해양수산위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/5E34737X.jpg,,제15대
5KV96424,강준현,康準鉉,KANG JUNHYEON,1964-08-19,더불어민주당/더불어민주당,세종특별자치시을/세종특별자치시을,지역구/지역구,정무위원회,정무위원회,재선,남,02-784-6950,jhkang315@gmail.com,https://blog.naver.com/kangjunhyeon_,의원회관 637호,https://www.assembly.go.kr/static/portal/img/openassm/new/cf61b325757141748e07e055e1541468.jpg,-22대 국회의원(세종특별자치시 을) -22대 국회 정무위원회 간사 -21대 국회의원(세종특별자치시 을) -21대 국회 기획재정위원회 위원 -더불어민주당 세종시을 지역위원장 -더불어민주당 국가균형발전특별위원회 부위원장 -더불어민주당 K-뉴딜위원회 지역균형뉴딜분과위원회 위원 -더불어민주당 지방소멸대응TF 위원 -더불어민주당 세종시 을 지역위원장 -(前)세종특별자치시 정무부시장 -(前)행정안전부 정책자문위원회 지방자치분권과 위원 -(前)충남대학교 건축공학과 특임교수 -(前)더불어민주당 세종시당위원장,"제21대, 제22대"
